"","country","species","latitude","longitude","year_start","year_end"
"3076","Papua New Guinea","farauti",-7.75,142.75,1992,1992
"3077","Papua New Guinea","farauti",-8.25,142.75,1992,1992
"3078","Papua New Guinea","farauti",-7.75,143.25,1992,1992
"3080","Papua New Guinea","farauti",-7.25,143.25,1992,1992
"3081","Papua New Guinea","punctulatus",-7.25,142.75,1992,1992
"3083","Papua New Guinea","farauti",-7.75,141.75,1992,1992
"3084","Papua New Guinea","farauti",-7.75,141.25,1992,1992
"3086","Papua New Guinea","farauti",-7.25,141.25,1992,1992
"3088","Papua New Guinea","farauti",-6.75,141.25,1992,1992
"3092","Papua New Guinea","farauti",-7.25,141.75,1992,1992
"3093","Papua New Guinea","farauti",-6.75,141.75,1992,1992
"3094","Papua New Guinea","farauti",-6.75,142.25,1992,1992
"3099","Papua New Guinea","farauti",-6.25,142.25,1992,1992
"3101","Papua New Guinea","punctulatus",-6.25,142.75,1992,1992
"3104","Papua New Guinea","farauti",-6.25,141.75,1992,1992
"3105","Papua New Guinea","punctulatus",-6.25,141.25,1992,1992
"3106","Papua New Guinea","farauti",-6.25,140.75,1992,1992
"3107","Papua New Guinea","farauti",-5.75,141.25,1992,1992
"3116","Papua New Guinea","farauti",-5.25,141.25,1992,1992
"3117","Papua New Guinea","punctulatus",-5.75,141.75,1992,1992
"3118","Papua New Guinea","punctulatus",-3.75,143.25,1990,1993
"3125","Korea, Republic of","sinensis",37.75,127.25,2000,2000
"3126","India","subpictus",10.25,78.25,1992,1992
"3127","Cambodia","subpictus",11.75,104.75,1987,1987
"3128","Solomon Islands","farauti",-9.25,160.25,1988,1988
"3131","India","minimus",26.25,90.75,1995,1995
"3132","India","minimus",26.75,93.75,1994,1994
"3133","India","minimus",26.25,89.75,1991,1991
"3134","India","minimus",26.25,92.75,1993,1993
"3135","India","minimus",26.75,91.75,2000,2000
"3137","India","minimus",26.25,91.75,1988,1988
"3138","India","minimus",26.75,91.75,1992,1992
"3139","Korea, Republic of","sinensis",37.75,126.75,1996,1996
"3144","Korea, Democratic People's Republic of","sinensis",37.75,126.75,1997,1997
"3146","Japan","sinensis",33.25,130.25,1987,1987
"3147","India","subpictus",11.75,92.75,2005,2005
"3148","India","subpictus",10.75,92.75,2005,2005
"3154","Thailand","aconitus",17.75,99.25,1997,1997
"3155","China","minimus",22.25,112.75,2000,2000
"3156","China","minimus",24.75,105.75,2000,2000
"3157","China","minimus",25.75,110.25,2001,2001
"3158","China","minimus",22.25,107.75,2000,2001
"3159","China","minimus",25.75,105.75,2000,2000
"3160","China","minimus",25.25,106.25,2000,2000
"3161","China","aconitus",18.25,109.75,2000,2001
"3162","China","aconitus",19.25,108.75,2000,2001
"3163","China","aconitus",19.25,109.25,2001,2001
"3165","China","aconitus",19.25,109.75,2000,2000
"3166","China","minimus",29.25,104.25,2000,2000
"3167","China","minimus",22.75,120.25,2000,2000
"3168","China","minimus",24.25,120.75,2000,2000
"3169","China","minimus",24.25,98.25,1999,1999
"3170","China","minimus",23.75,102.25,2000,2000
"3171","China","minimus",27.75,103.75,2000,2000
"3172","China","minimus",24.25,100.75,2001,2001
"3173","China","aconitus",21.75,101.25,2000,2001
"3174","China","aconitus",21.25,101.75,2000,2000
"3175","China","minimus",22.25,99.25,2000,2000
"3176","China","aconitus",22.75,100.75,2000,2001
"3177","China","minimus",23.25,102.25,2000,2000
"3179","Japan","sinensis",33.25,130.25,1998,1998
"3180","Viet Nam","aconitus",12.25,108.75,1993,1993
"3181","Viet Nam","aconitus",12.25,108.75,1994,1994
"3182","Viet Nam","aconitus",12.25,108.75,1995,1995
"3183","Viet Nam","aconitus",12.25,108.75,1996,1996
"3184","Viet Nam","aconitus",12.25,108.75,1997,1997
"3186","Viet Nam","aconitus",12.25,108.75,2002,2002
"3188","Iran","culicifacies",26.25,60.75,1991,1991
"3189","Papua New Guinea","farauti",-3.25,152.75,1993,1993
"3190","Papua New Guinea","farauti",-3.25,152.75,1994,1994
"3191","Papua New Guinea","farauti",-3.25,152.75,1995,1995
"3192","India","subpictus",21.25,72.75,2001,2001
"3193","Iran","culicifacies",26.75,61.25,1987,1987
"3194","Iran","culicifacies",26.25,61.25,1987,1987
"3195","Iran","culicifacies",27.25,60.75,1987,1987
"3196","Iran","culicifacies",26.25,60.25,1987,1987
"3197","Iran","culicifacies",26.25,60.25,1988,1988
"3198","Iran","culicifacies",25.25,60.75,1987,1987
"3199","Iran","culicifacies",25.25,60.75,1988,1988
"3201","Iran","culicifacies",26.25,60.75,1990,1990
"3202","Iran","culicifacies",26.25,60.75,1992,1992
"3203","Iran","culicifacies",27.25,60.75,1990,1991
"3205","Malaysia","subpictus",3.75,114.75,1991,1991
"3206","Malaysia","subpictus",3.25,114.75,1991,1991
"3209","Korea, Republic of","sinensis",37.75,126.75,1998,1998
"3226","Bangladesh","dirus",24.25,91.25,1985,1985
"3227","Myanmar","dirus",16.25,97.75,1987,1987
"3228","Myanmar","dirus",18.75,96.25,1987,1987
"3229","Thailand","dirus",16.75,98.75,1987,1987
"3230","Thailand","dirus",16.25,98.75,1987,1987
"3232","Philippines","flavirostris",14.75,121.25,1989,1989
"3235","China","sinensis",23.25,120.25,1986,1986
"3236","Thailand","sinensis",18.25,97.75,1985,1985
"3237","India","subpictus",29.25,77.25,1999,2000
"3238","Solomon Islands","farauti",-9.25,160.25,1997,1997
"3243","Solomon Islands","farauti",-9.75,160.25,1997,1997
"3270","Solomon Islands","farauti",-9.25,159.75,1997,1997
"3292","Australia","farauti",-14.25,129.25,1989,1997
"3293","Australia","farauti",-11.75,130.25,1989,1997
"3294","Australia","farauti",-12.25,132.75,1989,1997
"3295","Australia","farauti",-12.25,134.75,1989,1997
"3296","Australia","farauti",-13.75,136.75,1989,1997
"3297","Australia","farauti",-18.25,145.75,1989,1997
"3298","Australia","farauti",-14.25,144.25,1989,1997
"3299","Australia","farauti",-11.25,142.75,1989,1997
"3300","Australia","farauti",-10.25,142.25,1989,1997
"3301","Papua New Guinea","farauti",-9.25,141.25,1989,1997
"3302","Papua New Guinea","farauti",-9.25,142.75,1989,1997
"3303","Papua New Guinea","farauti",-7.75,144.75,1989,1997
"3304","Papua New Guinea","farauti",-8.25,146.25,1989,1997
"3305","Papua New Guinea","farauti",-8.75,146.75,1989,1997
"3306","Papua New Guinea","farauti",-10.25,149.25,1989,1997
"3307","Papua New Guinea","farauti",-9.75,149.75,1989,1997
"3308","Papua New Guinea","farauti",-8.75,148.25,1989,1997
"3309","Papua New Guinea","farauti",-7.25,147.25,1989,1997
"3310","Papua New Guinea","farauti",-6.25,147.75,1989,1997
"3311","Papua New Guinea","farauti",-5.25,147.25,1989,1997
"3312","Papua New Guinea","farauti",-5.25,145.75,1989,1997
"3313","Papua New Guinea","farauti",-3.75,144.25,1989,1997
"3314","Papua New Guinea","farauti",-3.25,142.75,1989,1997
"3315","Papua New Guinea","farauti",-2.75,141.75,1989,1997
"3317","Vanuatu","farauti",-17.75,168.25,1989,1997
"3323","Papua New Guinea","punctulatus",-3.75,142.75,1995,1995
"3324","Papua New Guinea","punctulatus",-3.75,142.75,1996,1996
"3340","Australia","farauti",-12.25,130.75,1988,1988
"3342","Australia","farauti",-12.25,136.75,1988,1988
"3343","Papua New Guinea","punctulatus",-3.75,142.75,1986,1986
"3344","Papua New Guinea","punctulatus",-3.75,142.75,1987,1987
"3352","Malaysia","sinensis",3.25,101.25,1988,1988
"3353","Thailand","aconitus",18.75,99.25,1996,1996
"3354","India","subpictus",22.75,88.25,1986,1986
"3358","Korea, Republic of","sinensis",36.75,127.25,1999,2000
"3360","Thailand","maculatus",15.25,98.75,2000,2000
"3362","Papua New Guinea","koliensis",-9.25,147.25,1998,1998
"3363","Papua New Guinea","punctulatus",-5.25,154.75,1999,1999
"3421","Papua New Guinea","farauti",-6.25,155.75,1999,1999
"3433","Papua New Guinea","farauti",-6.75,155.25,1999,1999
"3445","Papua New Guinea","koliensis",-5.25,145.75,1995,1995
"3446","Australia","farauti",-15.75,136.75,1988,1990
"3447","Australia","farauti",-14.75,135.25,1988,1990
"3448","Australia","farauti",-14.25,135.75,1988,1990
"3451","Australia","farauti",-13.75,136.25,1988,1990
"3452","Australia","farauti",-13.75,136.75,1988,1990
"3458","Australia","farauti",-13.75,135.75,1988,1990
"3459","Australia","farauti",-12.75,136.25,1988,1990
"3460","Australia","farauti",-12.75,136.75,1988,1990
"3466","Australia","farauti",-12.25,135.75,1988,1990
"3467","Australia","farauti",-11.75,135.75,1988,1990
"3469","Australia","farauti",-12.25,135.25,1988,1990
"3472","Australia","farauti",-12.25,134.75,1988,1990
"3474","Australia","farauti",-12.25,134.25,1988,1990
"3476","Australia","farauti",-11.75,134.25,1988,1990
"3477","Australia","farauti",-12.25,133.75,1988,1990
"3481","Australia","farauti",-11.75,133.75,1988,1990
"3484","Australia","farauti",-11.75,133.25,1988,1990
"3487","Australia","farauti",-11.25,132.75,1988,1990
"3488","Australia","farauti",-11.25,132.25,1988,1990
"3491","Australia","farauti",-11.75,132.25,1988,1990
"3494","Australia","farauti",-11.75,132.75,1988,1990
"3497","Australia","farauti",-12.25,133.25,1988,1990
"3499","Australia","farauti",-12.25,132.75,1988,1990
"3503","Australia","farauti",-12.75,132.75,1988,1990
"3506","Australia","farauti",-12.75,132.25,1988,1990
"3512","Australia","farauti",-13.25,132.75,1988,1990
"3513","Australia","farauti",-13.25,132.25,1988,1990
"3518","Australia","farauti",-12.75,131.75,1988,1990
"3521","Australia","farauti",-11.75,130.75,1988,1990
"3522","Australia","farauti",-11.75,131.25,1988,1990
"3525","Australia","farauti",-11.25,131.25,1988,1990
"3527","Australia","farauti",-11.25,130.75,1988,1990
"3528","Australia","farauti",-11.25,130.25,1988,1990
"3532","Australia","farauti",-11.75,130.25,1988,1990
"3540","Australia","farauti",-12.75,130.75,1988,1990
"3544","Australia","farauti",-12.75,130.25,1988,1990
"3546","Australia","farauti",-13.25,130.75,1988,1990
"3547","Australia","farauti",-13.25,130.25,1988,1990
"3554","Australia","farauti",-13.75,129.75,1988,1990
"3555","Australia","farauti",-13.75,130.25,1988,1990
"3556","Australia","farauti",-13.75,130.75,1988,1990
"3557","Australia","farauti",-14.25,130.25,1988,1990
"3559","Australia","farauti",-14.25,129.75,1988,1990
"3562","Australia","farauti",-14.25,130.75,1988,1990
"3564","Australia","farauti",-14.75,130.25,1988,1990
"3565","Australia","farauti",-12.75,131.25,1988,1990
"3569","Australia","farauti",-14.25,129.25,1988,1990
"3592","Australia","farauti",-11.25,131.75,1988,1990
"3625","Australia","farauti",-11.75,136.25,1988,1990
"3646","Australia","farauti",-14.25,135.25,1988,1990
"3653","Australia","farauti",-14.75,130.75,1988,1990
"3665","Australia","farauti",-13.25,131.25,1988,1990
"3670","Australia","farauti",-13.75,131.75,1988,1990
"3671","Australia","farauti",-13.25,131.75,1988,1990
"3673","Australia","farauti",-13.75,132.25,1988,1990
"3681","Australia","farauti",-12.25,132.25,1988,1990
"3685","Australia","farauti",-13.75,132.75,1988,1990
"3687","Australia","farauti",-13.25,133.25,1988,1990
"3690","Australia","farauti",-12.75,133.25,1988,1990
"3708","Australia","farauti",-12.75,133.75,1988,1990
"3710","Australia","farauti",-12.75,134.25,1988,1990
"3735","Australia","farauti",-12.25,136.25,1988,1990
"3736","Australia","farauti",-13.25,136.25,1988,1990
"3739","Australia","farauti",-14.25,141.75,1988,1990
"3741","Australia","farauti",-13.75,141.75,1988,1990
"3742","Australia","farauti",-13.25,141.75,1988,1990
"3745","Australia","farauti",-12.75,141.75,1988,1990
"3746","Australia","farauti",-12.25,141.75,1988,1990
"3749","Australia","farauti",-12.25,142.25,1988,1990
"3750","Australia","farauti",-11.75,142.25,1988,1990
"3751","Australia","farauti",-11.25,142.25,1988,1990
"3755","Australia","farauti",-10.75,142.25,1988,1990
"3759","Australia","farauti",-10.75,142.75,1988,1990
"3763","Australia","farauti",-11.75,142.75,1988,1990
"3766","Australia","farauti",-12.75,143.25,1988,1990
"3769","Australia","farauti",-14.25,143.75,1988,1990
"3770","Australia","farauti",-14.75,144.25,1988,1990
"3771","Australia","farauti",-14.25,144.25,1988,1990
"3772","Australia","farauti",-14.25,144.75,1988,1990
"3773","Australia","farauti",-14.75,144.75,1988,1990
"3774","Australia","farauti",-15.25,145.25,1988,1990
"3775","Australia","farauti",-15.75,145.25,1988,1990
"3776","Australia","farauti",-16.25,145.25,1988,1990
"3778","Australia","farauti",-16.75,145.75,1988,1990
"3779","Australia","farauti",-17.25,145.75,1988,1990
"3780","Australia","farauti",-17.75,146.25,1988,1990
"3783","Australia","farauti",-18.25,145.75,1988,1990
"3787","Australia","farauti",-12.75,142.25,1988,1990
"3788","Australia","farauti",-12.75,142.75,1988,1990
"3790","Australia","farauti",-13.25,143.25,1988,1990
"3794","Australia","farauti",-12.25,142.75,1988,1990
"3800","Australia","farauti",-11.75,141.75,1988,1990
"3802","Australia","farauti",-11.25,142.75,1988,1990
"3803","Australia","farauti",-14.75,143.75,1988,1990
"3804","Australia","farauti",-15.75,144.75,1988,1990
"3807","Australia","farauti",-16.25,144.75,1988,1990
"3808","Australia","farauti",-16.75,144.75,1988,1990
"3809","Australia","farauti",-17.25,144.75,1988,1990
"3810","Australia","farauti",-17.25,145.25,1988,1990
"3817","Australia","farauti",-17.75,145.75,1988,1990
"3821","Australia","farauti",-17.75,145.25,1988,1990
"3823","Australia","farauti",-18.25,145.25,1988,1990
"3829","Australia","farauti",-18.75,145.75,1988,1990
"3830","Australia","farauti",-14.25,143.25,1988,1990
"3831","Papua New Guinea","farauti",-10.75,149.75,1992,1998
"3832","Papua New Guinea","farauti",-10.25,150.25,1992,1998
"3835","Papua New Guinea","farauti",-10.25,149.75,1992,1998
"3841","Papua New Guinea","farauti",-10.25,150.75,1992,1998
"3845","Papua New Guinea","farauti",-10.25,149.25,1992,1998
"3851","Papua New Guinea","farauti",-10.25,148.75,1992,1998
"3854","Papua New Guinea","farauti",-10.25,148.25,1992,1998
"3879","Papua New Guinea","farauti",-10.25,147.75,1992,1998
"3885","Papua New Guinea","farauti",-9.75,148.25,1992,1998
"3886","Papua New Guinea","punctulatus",-9.75,147.75,1992,1998
"3887","Papua New Guinea","punctulatus",-9.75,149.25,1992,1998
"3896","Papua New Guinea","farauti",-9.75,149.75,1992,1998
"3916","Papua New Guinea","farauti",-9.75,147.25,1992,1998
"3922","Papua New Guinea","farauti",-9.75,148.75,1992,1998
"3924","Papua New Guinea","punctulatus",-9.75,150.75,1992,1998
"3948","Papua New Guinea","farauti",-9.25,148.25,1992,1998
"3950","Papua New Guinea","punctulatus",-9.25,147.75,1992,1998
"3951","Papua New Guinea","koliensis",-9.25,148.75,1992,1998
"3972","Papua New Guinea","koliensis",-9.25,149.25,1992,1998
"3974","Papua New Guinea","farauti",-9.25,150.25,1992,1998
"4008","Papua New Guinea","farauti",-9.25,146.75,1992,1998
"4015","Papua New Guinea","punctulatus",-8.75,147.25,1992,1998
"4016","Papua New Guinea","farauti",-8.75,146.75,1992,1998
"4023","Papua New Guinea","punctulatus",-8.75,147.75,1992,1998
"4032","Papua New Guinea","punctulatus",-8.75,148.25,1992,1998
"4047","Papua New Guinea","farauti",-8.75,142.75,1992,1998
"4070","Papua New Guinea","farauti",-8.75,146.25,1992,1998
"4095","Papua New Guinea","farauti",-8.25,146.25,1992,1998
"4096","Papua New Guinea","koliensis",-8.25,146.75,1992,1998
"4100","Papua New Guinea","farauti",-8.25,148.25,1992,1998
"4111","Papua New Guinea","farauti",-8.25,143.25,1992,1998
"4113","Papua New Guinea","punctulatus",-8.25,147.75,1992,1998
